10000
0000000000000001|000000000521|m_id_172|5704819208
0000000000000002|000000000300|m_id_827|4680351933
0000000000000003|000000000159|m_id_326|9022365018
0000000000000004|000000000009|m_id_144|4716766716
0000000000000005|000000000908|m_id_664|7164804980
0000000000000006|000000000389|m_id_8|6357120665
0000000000000007|000000000662|m_id_412|3056890002
0000000000000008|000000000087|m_id_341|1274726151
0000000000000009|000000000075|m_id_446|6437098740
0000000000000010|000000000448|m_id_854|7260170710
0000000000000011|000000000794|m_id_767|9017281898
0000000000000012|000000000471|m_id_605|9582992552
0000000000000013|000000000318|m_id_914|7020990801
0000000000000014|000000000884|m_id_576|8120377897
0000000000000015|000000000648|m_id_8|5472532518
0000000000000016|000000000760|m_id_730|0789703539
0000000000000017|000000000579|m_id_517|6831758303
0000000000000018|000000000849|m_id_9|8779868273
0000000000000019|000000000688|m_id_722|3714661099
0000000000000020|000000000553|m_id_511|7522582671
0000000000000021|000000000819|m_id_283|5676203295
0000000000000022|000000000982|m_id_523|1065686339
0000000000000023|000000000650|m_id_753|8452309633
0000000000000024|000000000889|m_id_424|2678035198
0000000000000025|000000000218|m_id_640|1454758608
0000000000000026|000000000080|m_id_459|5309469026
0000000000000027|000000000140|m_id_416|7711130450
0000000000000028|000000000382|m_id_751|0838737939
0000000000000029|000000000090|m_id_933|7109575870
0000000000000030|000000000937|m_id_498|0047531329
0000000000000031|000000000380|m_id_857|6891422741
0000000000000032|000000000361|m_id_567|2908659858
0000000000000033|000000000240|m_id_647|7392518421
0000000000000034|000000000773|m_id_28|5856557682
0000000000000035|000000000275|m_id_40|7222654518
0000000000000036|000000000071|m_id_796|6033985518
0000000000000037|000000000179|m_id_528|5535233148
0000000000000038|000000000917|m_id_428|8531489236
0000000000000039|000000000384|m_id_31|1609936557
0000000000000040|000000000513|m_id_728|5711575135
0000000000000041|000000000492|m_id_802|6506500534
0000000000000042|000000000703|m_id_357|2759948141
0000000000000043|000000000056|m_id_290|7659244483
0000000000000044|000000000180|m_id_774|7772302251
0000000000000045|000000000736|m_id_466|1950993130
0000000000000046|000000000843|m_id_969|5005948536
0000000000000047|000000000803|m_id_956|6792828387
0000000000000048|000000000896|m_id_58|5718556332
0000000000000049|000000000886|m_id_874|6239518974
0000000000000050|000000000631|m_id_509|6647456217
0000000000000051|000000000505|m_id_831|9261351727
0000000000000052|000000000252|m_id_630|2497991238
0000000000000053|000000000471|m_id_421|8147056589
0000000000000054|000000000315|m_id_58|3132009903
0000000000000055|000000000080|m_id_278|9095577551
0000000000000056|000000000510|m_id_829|7392653069
0000000000000057|000000000703|m_id_902|9694606148
0000000000000058|000000000533|m_id_596|5579282331
0000000000000059|000000000782|m_id_366|0379494010
0000000000000060|000000000511|m_id_962|5765942885
0000000000000061|000000000696|m_id_264|2331574179
0000000000000062|000000000916|m_id_286|6843346420
0000000000000063|000000000252|m_id_455|1113173224
0000000000000064|000000000341|m_id_201|3714221007
0000000000000065|000000000055|m_id_895|6113091644
0000000000000066|000000000832|m_id_923|9213103043
0000000000000067|000000000576|m_id_31|8998500653
0000000000000068|000000000934|m_id_725|0297150929
0000000000000069|000000000324|m_id_140|4041074888
0000000000000070|000000000447|m_id_597|8480926174
0000000000000071|000000000730|m_id_375|3229585712
0000000000000072|000000000819|m_id_919|3974347020
0000000000000073|000000000349|m_id_595|9053009052
0000000000000074|000000000936|m_id_609|7631334646
0000000000000075|000000000711|m_id_234|7862605246
0000000000000076|000000000177|m_id_988|7939443763
0000000000000077|000000000795|m_id_160|4284615578
0000000000000078|000000000619|m_id_824|2854502197
0000000000000079|000000000216|m_id_964|1558268803
0000000000000080|000000000592|m_id_614|9866159714
0000000000000081|000000000130|m_id_252|8085461459
0000000000000082|000000000934|m_id_662|2062007036
0000000000000083|000000000306|m_id_656|3119982781
0000000000000084|000000000111|m_id_945|6576365778
0000000000000085|000000000452|m_id_940|7422961241
0000000000000086|000000000433|m_id_150|6760544273
0000000000000087|000000000014|m_id_352|3836785838
0000000000000088|000000000757|m_id_807|1043564712
0000000000000089|000000000006|m_id_618|1183317701
0000000000000090|000000000898|m_id_443|4087537705
0000000000000091|000000000082|m_id_408|0410363991
0000000000000092|000000000825|m_id_371|7364818612
0000000000000093|000000000935|m_id_600|1853114814
0000000000000094|000000000800|m_id_111|3040473061
0000000000000095|000000000029|m_id_171|3931825011
0000000000000096|000000000394|m_id_833|7748365764
0000000000000097|000000000648|m_id_643|8766731560
0000000000000098|000000000347|m_id_430|4662887152
0000000000000099|000000000126|m_id_875|0778287127
0000000000000100|000000000622|m_id_235|8310274281
0000000000000101|000000000486|m_id_229|1208809234
0000000000000102|000000000313|m_id_900|1808445009
0000000000000103|000000000229|m_id_323|9276769634
0000000000000104|000000000262|m_id_452|7495373625
0000000000000105|000000000864|m_id_321|5942297906
0000000000000106|000000000018|m_id_762|8426728143
0000000000000107|000000000055|m_id_712|7942784251
0000000000000108|000000000487|m_id_783|5335110479
0000000000000109|000000000174|m_id_186|9334074685
0000000000000110|000000000620|m_id_291|1415715229
0000000000000111|000000000181|m_id_146|3988934970
0000000000000112|000000000106|m_id_472|3585974035
0000000000000113|000000000759|m_id_612|2134529928
0000000000000114|000000000862|m_id_620|8122479255
0000000000000115|000000000853|m_id_7|3476479017
0000000000000116|000000000156|m_id_457|4781593952
0000000000000117|000000000674|m_id_32|2515168823
0000000000000118|000000000976|m_id_951|7770305003
0000000000000119|000000000286|m_id_552|9215494268
0000000000000120|000000000117|m_id_894|8125182284
0000000000000121|000000000269|m_id_978|0908186281
0000000000000122|000000000048|m_id_382|6458572422
0000000000000123|000000000103|m_id_888|4068669838
0000000000000124|000000000812|m_id_745|4079215705
0000000000000125|000000000720|m_id_134|8991726173
0000000000000126|000000000926|m_id_893|8230408282
0000000000000127|000000000775|m_id_115|0794746720
0000000000000128|000000000240|m_id_533|0567923617
0000000000000129|000000000697|m_id_853|5831877181
0000000000000130|000000000424|m_id_471|4923976312
0000000000000131|000000000453|m_id_684|5664904870
0000000000000132|000000000319|m_id_325|7474189390
0000000000000133|000000000880|m_id_524|6921321615
0000000000000134|000000000925|m_id_255|6796799721
0000000000000135|000000000713|m_id_685|8930571058
0000000000000136|000000000794|m_id_93|6458967502
0000000000000137|000000000180|m_id_708|2652521068
0000000000000138|000000000821|m_id_967|3400787666
0000000000000139|000000000385|m_id_530|8156589919
0000000000000140|000000000063|m_id_927|9554475421
0000000000000141|000000000323|m_id_274|8959362465
0000000000000142|000000000414|m_id_60|2680059146
0000000000000143|000000000763|m_id_613|9303014470
0000000000000144|000000000156|m_id_399|3231695445
0000000000000145|000000000149|m_id_680|3089070084
0000000000000146|000000000287|m_id_71|7949150470
0000000000000147|000000000976|m_id_994|7874798455
0000000000000148|000000000337|m_id_703|8403621070
0000000000000149|000000000817|m_id_961|1853804848
0000000000000150|000000000048|m_id_148|2346011779
0000000000000151|000000000422|m_id_988|9132664442
0000000000000152|000000000845|m_id_858|6130817739
0000000000000153|000000000173|m_id_248|9459209062
0000000000000154|000000000087|m_id_334|1206055208
0000000000000155|000000000141|m_id_149|4434684553
0000000000000156|000000000424|m_id_619|0255496940
0000000000000157|000000000961|m_id_592|0659068852
0000000000000158|000000000164|m_id_784|7303683894
0000000000000159|000000000018|m_id_864|2322828310
0000000000000160|000000000367|m_id_302|2735928162
0000000000000161|000000000884|m_id_20|4461153091
0000000000000162|000000000165|m_id_429|6680857242
0000000000000163|000000000621|m_id_570|9848481466
0000000000000164|000000000817|m_id_69|4512803491
0000000000000165|000000000652|m_id_751|4828036617
0000000000000166|000000000849|m_id_583|9954058756
0000000000000167|000000000710|m_id_572|6425697904
0000000000000168|000000000439|m_id_148|9417740988
0000000000000169|000000000977|m_id_716|3368295923
0000000000000170|000000000448|m_id_146|6491927291
0000000000000171|000000000763|m_id_337|0112602406
0000000000000172|000000000927|m_id_493|1990112485
0000000000000173|000000000153|m_id_919|8013897710
0000000000000174|000000000873|m_id_745|9753728063
0000000000000175|000000000491|m_id_941|9878933206
0000000000000176|000000000999|m_id_163|6445205932
0000000000000177|000000000284|m_id_185|8722038938
0000000000000178|000000000081|m_id_631|7037379044
0000000000000179|000000000205|m_id_731|7875868851
0000000000000180|000000000680|m_id_985|9719682253
0000000000000181|000000000329|m_id_918|2264327436
0000000000000182|000000000985|m_id_127|0503073947
0000000000000183|000000000720|m_id_237|9158925466
0000000000000184|000000000663|m_id_3|0574014664
0000000000000185|000000000166|m_id_618|6677572176
0000000000000186|000000000656|m_id_452|3676095887
0000000000000187|000000000491|m_id_303|9888406919
0000000000000188|000000000452|m_id_299|5365095482
0000000000000189|000000000339|m_id_471|9508192730
0000000000000190|000000000387|m_id_704|5913620414
0000000000000191|000000000054|m_id_531|7339583744
0000000000000192|000000000030|m_id_213|3603172533
0000000000000193|000000000119|m_id_103|5966414482
0000000000000194|000000000211|m_id_455|0167208652
0000000000000195|000000000694|m_id_109|2702697225
0000000000000196|000000000300|m_id_466|9182253868
0000000000000197|000000000480|m_id_871|1744957510
0000000000000198|000000000727|m_id_268|7807890530
0000000000000199|000000000516|m_id_95|7969540969
0000000000000200|000000000685|m_id_151|0294927257
0000000000000201|000000000702|m_id_73|2254398002
0000000000000202|000000000541|m_id_682|4320360270
0000000000000203|000000000718|m_id_941|2531622769
0000000000000204|000000000032|m_id_711|5156453033
0000000000000205|000000000576|m_id_80|4432523512
0000000000000206|000000000636|m_id_36|0346442084
0000000000000207|000000000427|m_id_474|4807356440
0000000000000208|000000000356|m_id_68|3591245848
0000000000000209|000000000308|m_id_855|9994941254
0000000000000210|000000000348|m_id_756|5898672053
0000000000000211|000000000370|m_id_792|1261868255
0000000000000212|000000000903|m_id_841|7609188698
0000000000000213|000000000354|m_id_633|0681400974
0000000000000214|000000000195|m_id_575|5143975571
0000000000000215|000000000243|m_id_179|1496048245
0000000000000216|000000000058|m_id_865|2787385521
0000000000000217|000000000160|m_id_817|4380497163
0000000000000218|000000000089|m_id_654|8546149843
0000000000000219|000000000451|m_id_693|9711237056
0000000000000220|000000000850|m_id_784|3961705485
0000000000000221|000000000303|m_id_731|7647858632
0000000000000222|000000000700|m_id_805|0432565656
0000000000000223|000000000715|m_id_226|5705819734
0000000000000224|000000000719|m_id_264|7733629672
0000000000000225|000000000083|m_id_832|7426333935
0000000000000226|000000000667|m_id_7|7870160989
0000000000000227|000000000432|m_id_413|4582636603
0000000000000228|000000000560|m_id_588|1855457464
0000000000000229|000000000046|m_id_613|1307352325
0000000000000230|000000000662|m_id_998|7245612767
0000000000000231|000000000195|m_id_600|9996091030
0000000000000232|000000000252|m_id_872|3175160294
0000000000000233|000000000501|m_id_739|2700192655
0000000000000234|000000000667|m_id_31|6455508401
0000000000000235|000000000082|m_id_455|0875084516
0000000000000236|000000000402|m_id_654|9586020836
0000000000000237|000000000040|m_id_487|6562706461
0000000000000238|000000000041|m_id_851|2927417134
0000000000000239|000000000637|m_id_324|1519207635
0000000000000240|000000000249|m_id_649|2114219961
0000000000000241|000000000133|m_id_882|2214781255
0000000000000242|000000000192|m_id_830|9118158621
0000000000000243|000000000233|m_id_291|7092300169
0000000000000244|000000000496|m_id_37|6292140259
0000000000000245|000000000572|m_id_65|4432669772
0000000000000246|000000000014|m_id_875|5189956765
0000000000000247|000000000286|m_id_390|2096523491
0000000000000248|000000000285|m_id_212|1407765767
0000000000000249|000000000068|m_id_574|4944093359
0000000000000250|000000000027|m_id_861|6987785744
0000000000000251|000000000852|m_id_433|9963195429
0000000000000252|000000000873|m_id_377|2670950935
0000000000000253|000000000995|m_id_332|1438774530
0000000000000254|000000000973|m_id_239|0338908033
